temp,feels_like,temp_min,temp_max,pressure,humidity,clouds,wind_speed,wind_deg,weather_now,weather_next_hour
291.52,290.9,291.52,291.52,1009,57,79,4.61,352,Clouds,0
289.52,288.57,289.52,289.52,1004,52,78,5.78,344,Clouds,0
298.52,298.08,298.52,298.52,1020,37,2,5.31,351,Clear,0
290.52,290.38,290.52,290.52,1020,79,30,2.14,0,Clouds,0
298.52,298.16,298.52,298.52,1016,40,13,4.22,203,Rain,0
289.52,289.64,289.52,289.52,997,93,79,2.44,255,Clouds,0
297.52,297.29,297.52,297.52,1003,49,62,5.03,280,Clouds,0
285.52,285.08,285.52,285.52,1028,87,0,3.51,44,Clear,0
290.52,289.51,290.52,290.52,1008,46,100,4.53,350,Clouds,0
289.52,288.96,289.52,289.52,1008,67,33,5.26,328,Clouds,0
302.52,303.87,302.52,302.52,1009,54,79,4.75,291,Clouds,0
292.52,291.56,292.52,292.52,1005,40,27,4.86,339,Clouds,0
289.52,288.94,289.52,289.52,998,66,100,2.46,11,Rain,1
297.52,297.27,297.52,297.52,1027,48,100,3.41,327,Clouds,0
304.52,309.91,304.52,304.52,1013,64,10,1.78,158,Clear,0
289.52,289.12,289.52,289.52,1014,73,3,3.62,323,Clear,0
293.52,293.31,293.52,293.52,1004,65,87,2.02,272,Rain,0
287.52,286.63,287.52,287.52,1004,62,92,6.59,311,Clouds,0
291.52,291.53,291.52,291.52,1003,81,100,6.19,325,Clouds,0
289.52,288.7,289.52,289.52,1006,57,66,2.18,241,Clouds,0
289.52,288.91,289.52,289.52,1028,65,6,1.84,307,Clear,0
286.52,286.42,286.52,286.52,997,96,100,1.77,251,Clouds,0
291.52,291.84,291.52,291.52,1006,93,87,1.19,96,Clouds,0
298.52,298.0,298.52,298.52,1014,34,31,2.59,20,Clouds,0
298.52,297.97,298.52,298.52,1000,33,13,4.34,281,Clouds,0
301.52,301.22,301.52,301.52,1015,41,100,2.57,292,Clouds,0
295.52,295.8,295.52,295.52,1013,76,11,2.91,257,Clouds,0
293.52,293.86,293.52,293.52,1006,86,97,0.67,70,Rain,0
287.52,287.28,287.52,287.52,994,87,100,5.55,337,Clouds,0
293.52,293.78,293.52,293.52,1007,83,100,2.44,74,Rain,1
292.52,292.21,292.52,292.52,1014,65,16,1.56,40,Clouds,0
290.52,290.58,290.52,290.52,1009,87,100,3.28,58,Clouds,0
289.52,288.54,289.52,289.52,1008,51,31,5.48,320,Clouds,0
291.52,290.98,291.52,291.52,1028,60,0,1.34,245,Clear,0
287.52,286.84,287.52,287.52,1013,70,43,4.01,30,Clouds,0
294.52,293.97,294.52,294.52,1030,48,33,2.04,197,Clouds,0
288.52,287.89,288.52,288.52,998,68,89,1.04,74,Rain,1
298.52,298.55,298.52,298.52,1006,55,8,5.25,264,Clear,0
294.52,294.23,294.52,294.52,1011,58,96,1.28,335,Clouds,0
285.26,284.2,285.26,285.26,1004,64,95,5.72,334,Clouds,0
295.52,295.64,295.52,295.52,1009,70,58,2.1,192,Clouds,0
292.52,292.76,292.52,292.52,1000,86,100,1.65,227,Clouds,0
290.52,290.04,290.52,290.52,1005,66,100,1.47,294,Clouds,0
289.52,289.35,289.52,289.52,1009,82,95,3.84,87,Rain,1
290.52,289.93,290.52,290.52,1008,62,100,3.77,298,Clouds,0
286.52,285.92,286.52,286.52,1026,77,9,1.98,283,Clear,0
295.52,295.82,295.52,295.52,1019,77,31,6.29,341,Clouds,0
288.52,288.54,288.52,288.52,992,93,100,5.03,239,Clouds,0
290.52,290.61,290.52,290.52,1008,88,0,3.65,276,Clear,0
289.52,289.3,289.52,289.52,1029,80,5,2.28,106,Clear,0
288.52,287.99,288.52,288.52,1034,72,6,1.42,104,Clear,0
297.52,297.47,297.52,297.52,1011,56,100,6.47,7,Clouds,0
289.52,289.43,289.52,289.52,1001,85,97,2.8,133,Clouds,0
288.52,288.18,288.52,288.52,1027,79,88,2.14,135,Clouds,0
290.52,290.66,290.52,290.52,1017,90,19,3.37,312,Clouds,0
284.52,283.7,284.52,284.52,1030,76,2,1.76,97,Clear,0
294.52,294.91,294.52,294.52,1006,84,98,0.79,42,Rain,1
299.52,299.52,299.52,299.52,1018,42,12,6.3,352,Clouds,0
292.52,292.39,292.52,292.52,1011,72,30,2.06,339,Clouds,0
301.52,303.29,301.52,301.52,1013,61,7,2.12,203,Clear,0
286.52,286.37,286.52,286.52,997,94,83,2.27,240,Clouds,0
288.52,288.38,288.52,288.52,1006,87,41,2.87,82,Clouds,0
298.52,298.94,298.52,298.52,1013,70,14,3.16,250,Clouds,0
290.52,289.77,290.52,290.52,1005,56,36,6.16,43,Clouds,0
296.52,296.22,296.52,296.52,999,50,58,0.37,156,Clouds,0
289.52,289.48,289.52,289.52,1003,87,24,3.82,275,Clouds,0
298.52,298.47,298.52,298.52,1003,52,77,3.87,269,Rain,0
289.52,289.01,289.52,289.52,1003,69,34,7.22,328,Clouds,0
292.52,292.94,292.52,292.52,999,93,97,3.17,186,Clouds,0
295.52,295.22,295.52,295.52,998,54,96,3.38,265,Clouds,0
289.52,288.83,289.52,289.52,1008,62,96,4.16,0,Clouds,0
290.52,290.09,290.52,290.52,1025,68,51,1.45,346,Clouds,0
289.52,288.81,289.52,289.52,998,61,100,1.37,347,Rain,0
291.52,291.27,291.52,291.52,997,71,89,2.77,2,Rain,1
288.52,288.15,288.52,288.52,1030,78,14,2.81,137,Clouds,0
297.52,297.29,297.52,297.52,1024,49,0,3.91,311,Clear,0
289.52,288.99,289.52,289.52,1027,68,100,0.75,77,Clouds,0
293.52,293.36,293.52,293.52,1006,67,100,1.55,298,Clouds,0
290.52,290.4,290.52,290.52,1005,80,100,2.47,86,Clouds,0
289.93,289.15,289.93,289.93,1004,57,85,6.72,343,Clouds,0
289.52,289.64,289.52,289.52,1008,93,0,2.33,295,Clear,0
299.52,299.52,299.52,299.52,1021,42,4,7.02,353,Clear,0
291.52,291.01,291.52,291.52,1014,61,38,1.34,15,Clouds,0
296.52,296.19,296.52,296.52,1018,49,26,0.65,222,Clouds,0
290.52,289.64,290.52,290.52,998,51,94,0.59,268,Clouds,0
298.52,298.63,298.52,298.52,1021,58,0,3.18,349,Clear,0
290.52,289.96,290.52,290.52,1034,63,96,1.34,153,Clouds,0
286.52,285.56,286.52,286.52,1031,63,33,1.3,119,Clouds,0
296.52,295.93,296.52,296.52,1029,39,7,2.51,32,Clear,0
296.52,296.58,296.52,296.52,1019,64,0,3.11,337,Clear,0
290.52,290.79,290.52,290.52,1006,95,100,5.07,36,Clouds,0
294.52,293.89,294.52,294.52,1006,45,69,3.51,292,Clouds,0
293.52,293.39,293.52,293.52,1003,68,93,2.32,150,Clouds,0
301.52,302.68,301.52,301.52,1008,56,85,3.95,304,Clouds,0
291.52,291.16,291.52,291.52,1004,67,100,3.47,4,Clouds,0
295.52,295.54,295.52,295.52,1004,66,98,2.27,33,Rain,0
296.52,295.9,296.52,296.52,1017,38,1,7.38,11,Clear,0
305.59,307.12,305.59,305.59,1014,45,10,2.02,219,Clear,0
294.52,294.38,294.52,294.52,1011,64,40,2.44,345,Clouds,0
299.52,299.52,299.52,299.52,1013,31,46,2.43,26,Clouds,0
290.52,290.69,290.52,290.52,1014,91,72,1.32,334,Clouds,0
296.52,296.84,296.52,296.52,1007,74,100,4.04,287,Clouds,0
286.52,285.95,286.52,286.52,1005,78,88,4.54,298,Clouds,0
305.52,308.47,305.52,305.52,1014,51,9,4.01,176,Clear,0
291.52,291.29,291.52,291.52,1018,72,92,1.17,14,Clouds,0
290.52,290.82,290.52,290.52,1005,96,100,5.42,53,Rain,1
297.52,297.68,297.52,297.52,999,64,95,4.23,289,Rain,1
284.52,284.17,284.52,284.52,999,94,9,2.45,298,Clear,0
289.52,289.48,289.52,289.52,1020,87,15,1.17,329,Clouds,0
299.52,299.52,299.52,299.52,1020,37,3,4.73,348,Clear,0
293.52,293.52,293.52,293.52,1009,73,100,2.18,207,Clouds,0
288.52,287.81,288.52,288.52,1004,65,73,3.85,337,Clouds,0
288.52,288.04,288.52,288.52,1027,74,95,2.17,127,Clouds,0
291.52,291.48,291.52,291.52,997,79,87,3.58,326,Rain,1
297.52,297.94,297.52,297.52,1010,74,61,2.66,173,Clouds,0
287.52,287.02,287.52,287.52,1014,77,16,4.58,16,Clouds,0
297.52,297.0,297.52,297.52,1029,38,7,2.49,49,Clear,0
294.52,294.64,294.52,294.52,1006,74,67,2.61,59,Clouds,0
294.52,293.91,294.52,294.52,1003,46,68,3.94,10,Clouds,0
292.52,292.44,292.52,292.52,1009,74,100,2.11,198,Clouds,0
290.52,290.06,290.52,290.52,1017,67,5,4.95,338,Clear,0
295.52,294.8,295.52,295.52,1009,38,7,5.85,312,Clear,0
291.52,291.42,291.52,291.52,998,77,41,3.95,261,Clouds,0
294.52,294.17,294.52,294.52,1025,56,100,4.84,116,Clouds,0
290.52,289.75,290.52,290.52,1008,55,45,4.62,319,Clouds,0
291.52,291.11,291.52,291.52,1005,65,89,1.27,331,Rain,0
289.52,289.09,289.52,289.52,1001,72,45,4.35,327,Clouds,0
300.52,300.35,300.52,300.52,1024,41,2,1.72,256,Clear,0
294.52,294.85,294.52,294.52,1006,82,61,2.32,339,Rain,0
288.52,287.73,288.52,288.52,1004,62,92,6.17,313,Clouds,0
299.52,299.52,299.52,299.52,1005,59,32,5.1,255,Clouds,0
287.52,287.34,287.52,287.52,999,89,29,2.07,302,Rain,0
292.52,292.21,292.52,292.52,998,65,32,4.17,298,Clouds,0
291.52,291.19,291.52,291.52,1006,68,98,1.08,274,Clouds,0
289.52,289.51,289.52,289.52,998,88,100,2.62,298,Clouds,0
287.52,286.79,287.52,287.52,1008,68,94,3.16,1,Clouds,0
297.52,297.34,297.52,297.52,1003,51,20,3.5,266,Clouds,0
295.52,295.64,295.52,295.52,1012,70,78,3.67,264,Clouds,0
288.52,287.57,288.52,288.52,1005,56,42,6.12,42,Clouds,0
287.52,286.37,287.52,287.52,1029,52,100,2.66,216,Clouds,0
293.52,293.13,293.52,293.52,1027,58,100,0.78,357,Clouds,0
305.52,308.47,305.52,305.52,1009,51,44,4.51,202,Clouds,0
290.52,289.96,290.52,290.52,1017,63,1,3.18,1,Clear,0
296.52,295.9,296.52,296.52,1030,38,41,2.24,119,Clouds,0
292.52,292.78,292.52,292.52,1007,87,100,2.36,121,Clouds,1
294.52,294.02,294.52,294.52,1022,50,97,4.95,306,Rain,1
292.52,292.89,292.52,292.52,1004,91,100,4.19,238,Clouds,0
290.52,290.77,290.52,290.52,1014,94,56,1.21,289,Clouds,0
295.52,295.01,295.52,295.52,1018,46,35,0.35,135,Clouds,0
289.52,289.01,289.52,289.52,1013,69,32,5.54,2,Clouds,0
284.52,283.72,284.52,284.52,1017,77,6,3.2,357,Clear,0
295.52,295.04,295.52,295.52,1015,47,78,2.93,217,Clouds,0
288.52,287.91,288.52,288.52,1011,69,51,2.04,332,Clouds,0
302.52,301.62,302.52,302.52,1014,34,13,3.68,37,Clouds,0
297.52,297.42,297.52,297.52,1007,54,100,0.69,3,Clouds,0
285.52,284.72,285.52,285.52,1030,73,2,1.65,108,Clear,0
286.52,285.61,286.52,286.52,1031,65,0,1.09,359,Clear,0
288.52,288.33,288.52,288.52,1009,85,100,2.59,269,Clouds,0
293.52,293.34,293.52,293.52,1008,66,89,4.36,110,Clouds,0
292.52,292.29,292.52,292.52,1005,68,84,2.77,332,Clouds,1
296.52,296.53,296.52,296.52,1022,62,0,2.83,340,Clear,0
288.52,288.38,288.52,288.52,1028,87,100,1.69,309,Clouds,0
296.52,296.82,296.52,296.52,1007,73,100,3.84,283,Clouds,0
295.52,294.88,295.52,295.52,1031,41,29,2.08,120,Clouds,0
286.52,286.0,286.52,286.52,1004,80,35,6.12,328,Clouds,0
289.52,289.43,289.52,289.52,1012,85,77,4.12,5,Clouds,0
298.52,298.39,298.52,298.52,1023,49,1,4.3,324,Clear,0
301.52,303.42,301.52,301.52,1008,62,100,1.87,215,Clouds,0
289.52,289.14,289.52,289.52,1014,74,57,3.03,328,Clouds,0
303.52,306.07,303.52,303.52,1013,57,7,2.29,201,Clear,0
289.52,289.01,289.52,289.52,1008,69,100,2.77,256,Clouds,0
289.52,289.04,289.52,289.52,998,70,100,1.69,14,Rain,1
293.52,293.78,293.52,293.52,1011,83,83,3.16,359,Clouds,0
290.52,289.98,290.52,290.52,1003,64,33,7.5,328,Clouds,0
301.52,301.93,301.52,301.52,1012,49,100,3.48,6,Clouds,0
300.52,299.89,300.52,300.52,1013,32,100,2.01,39,Clouds,0
289.52,288.54,289.52,289.52,1029,51,85,2.79,202,Clouds,0
295.52,296.11,295.52,295.52,1012,88,82,1.71,222,Clouds,0
294.52,294.83,294.52,294.52,1014,81,93,1.71,267,Clouds,0
297.52,297.03,297.52,297.52,1017,39,11,4.3,54,Clouds,0
286.52,285.4,286.52,286.52,1031,57,1,2.46,325,Clear,0
289.9,288.88,289.9,289.9,1004,48,97,5.83,338,Clouds,0
298.52,298.71,298.52,298.52,1013,61,17,3.85,258,Clouds,0
294.52,294.93,294.52,294.52,1024,85,35,2.81,357,Clouds,0
292.52,291.74,292.52,292.52,1030,47,0,3.2,333,Clear,0
291.52,290.8,291.52,291.52,1030,53,0,1.8,33,Clear,0
298.52,298.47,298.52,298.52,1010,52,26,2.38,359,Clouds,0
301.52,304.55,301.52,301.52,1014,70,94,2.54,142,Clouds,0
302.52,303.72,302.52,302.52,1008,53,83,4.6,291,Clouds,0
291.52,291.32,291.52,291.52,1003,73,98,3.76,354,Clouds,0
295.52,295.22,295.52,295.52,1028,54,15,2.55,60,Rain,0
294.52,294.36,294.52,294.52,1014,63,1,3.16,25,Clear,0
298.52,298.37,298.52,298.52,1020,48,8,7.48,350,Clear,0
294.52,294.38,294.52,294.52,1014,64,91,1.44,219,Clouds,0
287.52,287.49,287.52,287.52,1002,95,41,3.02,260,Clouds,0
287.52,287.23,287.52,287.52,1000,85,37,3.76,321,Clouds,0
291.52,290.95,291.52,291.52,1032,59,5,2.33,88,Clear,0
291.52,291.4,291.52,291.52,997,76,98,2.5,351,Clouds,0
285.52,284.85,285.52,285.52,1006,78,69,3.2,288,Clouds,0
291.52,291.74,291.52,291.52,999,89,84,1.43,190,Rain,1
293.52,292.76,293.52,293.52,1030,44,5,2.26,127,Clear,0
304.52,309.63,304.52,304.52,1009,63,69,2.59,172,Clouds,0
297.52,297.24,297.52,297.52,1003,47,99,4.88,256,Clouds,0
296.52,296.66,296.52,296.52,1019,67,5,2.46,358,Clear,0
293.52,293.57,293.52,293.52,1020,75,3,2.51,9,Clear,0
288.52,288.46,288.52,288.52,1003,90,100,2.83,317,Clouds,0
297.52,297.63,297.52,297.52,1006,62,65,3.32,338,Rain,0
290.52,290.06,290.52,290.52,1018,67,0,6.36,5,Clear,0
297.52,297.03,297.52,297.52,997,39,36,4.38,255,Rain,0
295.52,295.67,295.52,295.52,1023,71,58,3.59,337,Clouds,0
299.52,299.52,299.52,299.52,1019,52,0,3.82,11,Clear,0
292.52,292.24,292.52,292.52,1024,66,2,1.61,191,Clear,0
297.52,297.63,297.52,297.52,1015,62,18,2.35,77,Clouds,0
289.52,289.35,289.52,289.52,997,82,100,4.3,248,Clouds,0
287.52,286.92,287.52,287.52,1005,73,100,5.22,323,Clouds,0
287.52,286.92,287.52,287.52,1006,73,100,2.34,325,Clouds,0
291.52,291.71,291.52,291.52,1015,88,100,2.81,298,Clouds,0
288.52,288.44,288.52,288.52,1001,89,96,3.16,264,Clouds,0
289.52,289.41,289.52,289.52,1025,84,14,1.49,6,Clouds,0
289.52,289.33,289.52,289.52,998,81,46,0.76,20,Clouds,0
293.52,293.02,293.52,293.52,1026,54,4,3.0,338,Clear,0
294.52,294.7,294.52,294.52,1011,76,76,3.47,358,Clouds,0
297.52,297.06,297.52,297.52,997,40,49,4.8,268,Clouds,0
295.52,295.2,295.52,295.52,1022,53,15,3.38,342,Clouds,0
299.52,299.52,299.52,299.52,1025,58,78,2.65,129,Clouds,0
288.52,287.68,288.52,288.52,1008,60,0,5.4,327,Clear,0
296.52,296.32,296.52,296.52,1025,54,98,3.81,147,Clouds,0
292.52,292.18,292.52,292.52,1022,64,0,2.68,358,Clear,0
290.83,289.88,290.83,290.83,1004,47,95,5.99,340,Clouds,0
297.52,297.42,297.52,297.52,1011,54,96,7.5,7,Clouds,0
300.52,300.24,300.52,300.52,1028,39,100,3.45,133,Clouds,0
291.52,291.76,291.52,291.52,1009,90,100,3.12,65,Rain,1
288.52,288.67,288.52,288.52,994,98,100,3.62,74,Rain,1
288.52,288.49,288.52,288.52,1018,91,0,3.2,339,Clear,0
290.52,289.93,290.52,290.52,1031,62,18,1.79,118,Clouds,0
299.52,299.52,299.52,299.52,1005,45,88,2.48,256,Clouds,0
289.52,288.41,289.52,289.52,1016,46,2,5.28,13,Clear,0
294.52,293.91,294.52,294.52,1018,46,33,0.78,92,Clouds,0
290.52,290.48,290.52,290.52,1024,83,99,2.62,117,Rain,0
292.52,291.71,292.52,292.52,1009,46,43,5.18,317,Clouds,0
288.52,288.04,288.52,288.52,1005,74,98,5.37,325,Clouds,0
305.52,310.16,305.52,305.52,1012,57,11,1.92,173,Clouds,0
291.52,291.21,291.52,291.52,1025,69,100,3.17,138,Clouds,0
293.52,293.28,293.52,293.52,1008,64,74,5.51,74,Clouds,0
288.52,288.57,288.52,288.52,999,94,100,3.43,129,Clouds,0
295.52,295.59,295.52,295.52,1005,68,81,0.99,58,Clouds,0
289.52,289.59,289.52,289.52,1012,91,5,2.96,18,Clear,0
290.52,290.38,290.52,290.52,1024,79,100,2.59,127,Clouds,0
290.52,290.85,290.52,290.52,992,97,100,2.96,306,Clouds,0
293.52,293.91,293.52,293.52,1003,88,100,4.61,245,Clouds,0
296.52,295.93,296.52,296.52,1031,39,14,3.68,136,Clouds,0
290.52,290.19,290.52,290.52,997,72,100,4.3,352,Clouds,0
294.52,294.85,294.52,294.52,1006,82,100,1.34,27,Clouds,1
295.52,294.83,295.52,295.52,1006,39,91,4.41,298,Clouds,0
286.52,285.69,286.52,286.52,1034,68,83,0.89,185,Clouds,0
292.52,292.94,292.52,292.52,1006,93,83,2.09,145,Clouds,0
289.52,289.56,289.52,289.52,1013,90,5,3.17,32,Clear,0
288.52,287.76,288.52,288.52,1031,63,0,1.21,14,Clear,0
293.52,294.04,293.52,293.52,1001,93,89,3.32,199,Clouds,0
294.52,295.09,294.52,294.52,1024,91,0,2.75,10,Clear,0
296.52,296.51,296.52,296.52,1006,61,100,1.89,286,Clouds,0
308.52,315.52,308.52,308.52,1010,54,71,3.63,198,Clouds,0
297.52,297.76,297.52,297.52,1005,67,100,4.71,303,Rain,1
289.52,289.72,289.52,289.52,1010,96,1,2.56,311,Clear,0
291.52,291.08,291.52,291.52,1025,64,26,4.37,54,Clouds,0
293.52,293.68,293.52,293.52,1006,79,60,2.25,53,Clouds,0
296.52,295.8,296.52,296.52,1007,34,73,6.43,291,Clouds,0
287.52,286.61,287.52,287.52,1005,61,36,2.26,259,Clouds,0
289.52,289.69,289.52,289.52,1007,95,40,1.73,322,Clouds,0
299.52,299.52,299.52,299.52,1020,40,0,4.99,357,Clear,0
290.52,290.22,290.52,290.52,1024,73,12,2.14,205,Clouds,0
286.52,286.08,286.52,286.52,1030,83,5,1.96,90,Clear,0
287.52,286.87,287.52,287.52,1006,71,99,2.74,332,Rain,0
288.52,288.33,288.52,288.52,1006,85,100,4.46,309,Clouds,0
293.52,292.97,293.52,293.52,1004,52,22,2.8,298,Clouds,0
294.52,294.25,294.52,294.52,1007,59,52,3.74,40,Clouds,0
288.52,287.73,288.52,288.52,1029,62,58,3.28,308,Clouds,0
287.52,287.31,287.52,287.52,1007,88,29,3.0,14,Clouds,0
284.52,283.38,284.52,284.52,1031,64,3,1.98,115,Clear,0
297.52,297.58,297.52,297.52,1008,60,71,4.45,342,Clouds,0
290.52,289.41,290.52,290.52,1029,42,0,5.21,67,Clear,0
288.52,287.81,288.52,288.52,1010,65,100,2.17,321,Clouds,0
294.52,294.62,294.52,294.52,1007,73,100,4.58,297,Clouds,0
296.52,296.32,296.52,296.52,1018,54,41,3.01,351,Clouds,0
292.52,292.29,292.52,292.52,1023,68,83,3.54,109,Clouds,0
299.52,299.52,299.52,299.52,1021,38,2,4.35,345,Clear,0
294.52,294.12,294.52,294.52,1007,54,37,4.83,43,Clouds,0
292.52,292.13,292.52,292.52,998,62,31,4.77,300,Clouds,0
288.52,287.78,288.52,288.52,1010,64,100,5.63,67,Clouds,0
296.52,296.64,296.52,296.52,999,66,82,3.93,301,Clouds,1
296.52,296.06,296.52,296.52,1012,44,3,4.5,331,Clear,0
292.52,291.79,292.52,292.52,1016,49,1,4.59,356,Clear,0
297.52,297.08,297.52,297.52,1017,41,10,4.28,54,Clear,0
293.52,292.94,293.52,293.52,1013,51,70,5.32,335,Clouds,0
293.52,293.31,293.52,293.52,1008,65,96,2.84,118,Clouds,0
288.52,288.18,288.52,288.52,1024,79,49,0.86,125,Clouds,0
288.52,288.02,288.52,288.52,1009,73,100,4.64,276,Clouds,0
298.52,297.97,298.52,298.52,1001,33,9,4.72,279,Clear,0
286.52,286.13,286.52,286.52,1007,85,63,2.62,8,Clouds,0
296.52,296.01,296.52,296.52,1003,42,2,3.0,264,Clear,0
301.52,301.55,301.52,301.52,1014,45,13,2.78,47,Clouds,0
296.52,296.74,296.52,296.52,1012,70,33,2.45,1,Clouds,0
286.52,285.87,286.52,286.52,1010,75,87,3.63,322,Clouds,0
294.52,294.36,294.52,294.52,1022,63,0,2.66,351,Clear,0
291.52,291.55,291.52,291.52,1007,82,75,2.19,340,Clouds,0
301.52,302.23,301.52,301.52,1007,52,100,1.03,15,Clouds,0
292.52,292.47,292.52,292.52,1002,75,91,4.24,313,Clouds,0
286.52,286.31,286.52,286.52,1016,92,0,2.57,322,Clear,0
302.52,307.56,302.52,302.52,1012,74,2,3.95,136,Clear,0
286.52,286.03,286.52,286.52,1006,81,6,4.64,25,Clear,0
292.52,291.79,292.52,292.52,1005,49,33,6.62,43,Clouds,0
289.52,289.22,289.52,289.52,1027,77,93,2.11,131,Clouds,0
291.52,290.98,291.52,291.52,1030,60,13,2.08,113,Clouds,0
295.52,295.07,295.52,295.52,1003,48,78,3.51,358,Clouds,0
294.52,293.65,294.52,294.52,1015,36,0,5.02,17,Clear,0
296.52,297.05,296.52,296.52,1010,82,100,2.66,195,Clouds,0
292.52,292.71,292.52,292.52,1019,84,0,2.18,332,Clear,0
303.52,305.48,303.52,303.52,1009,54,59,4.44,199,Clouds,0
293.52,293.91,293.52,293.52,1012,88,56,2.13,274,Clouds,0
295.52,296.06,295.52,295.52,1008,86,55,3.25,45,Clouds,0
289.52,288.83,289.52,289.52,1031,62,5,3.72,101,Clear,0
299.52,299.52,299.52,299.52,1023,56,10,5.09,349,Clear,1
293.52,293.88,293.52,293.52,997,87,37,3.86,261,Clouds,0
290.52,290.56,290.52,290.52,1019,86,36,1.32,316,Clouds,0
296.52,295.93,296.52,296.52,1017,39,0,7.68,10,Clear,0
286.52,285.98,286.52,286.52,1034,79,11,1.09,92,Clouds,0
290.52,290.11,290.52,290.52,1011,69,79,3.81,75,Clouds,0
292.52,291.87,292.52,292.52,1007,52,89,4.66,24,Clouds,0
288.52,287.89,288.52,288.52,1006,68,100,2.23,349,Clouds,0
288.52,288.15,288.52,288.52,1005,78,90,5.47,330,Clouds,0
286.52,286.03,286.52,286.52,1019,81,5,1.65,192,Clear,0
299.52,299.52,299.52,299.52,1000,70,12,4.56,274,Clouds,0
300.52,300.41,300.52,300.52,1009,42,82,1.34,19,Clouds,0
291.52,290.59,291.52,291.52,1005,45,15,6.42,50,Rain,0
290.52,290.82,290.52,290.52,1005,96,100,5.13,46,Rain,1
287.52,287.41,287.52,287.52,993,92,100,5.91,336,Clouds,0
299.52,299.52,299.52,299.52,1004,70,24,4.74,240,Clouds,0
293.52,293.75,293.52,293.52,997,82,81,3.15,277,Clouds,0
289.52,288.86,289.52,289.52,1007,63,88,3.19,31,Clouds,0
293.52,294.04,293.52,293.52,1007,93,50,3.64,261,Clouds,0
287.52,286.89,287.52,287.52,1010,72,100,2.82,307,Clouds,0
290.52,290.27,290.52,290.52,1029,75,5,2.21,100,Clear,0
297.52,297.45,297.52,297.52,1020,55,53,2.12,305,Clouds,0
292.52,292.18,292.52,292.52,1027,64,100,0.61,350,Clouds,0
307.52,310.38,307.52,307.52,1014,44,9,5.14,159,Clear,0
285.52,284.9,285.52,285.52,1029,80,10,1.93,297,Clear,0
292.52,292.03,292.52,292.52,1017,58,1,3.47,6,Clear,0
286.52,286.26,286.52,286.52,999,90,24,2.17,290,Clouds,0
296.52,297.39,296.52,296.52,1016,95,100,5.51,330,Clouds,0
297.52,297.29,297.52,297.52,1020,49,37,2.31,326,Clouds,0
306.52,310.82,306.52,306.52,1012,52,4,4.27,149,Clear,0
290.52,290.17,290.52,290.52,1025,71,37,1.42,358,Clouds,0
297.52,297.16,297.52,297.52,1013,44,37,3.57,343,Clouds,0
290.52,290.77,290.52,290.52,998,94,47,2.43,240,Clouds,1
289.52,289.25,289.52,289.52,1025,78,19,1.86,115,Clouds,0
290.52,289.75,290.52,290.52,1014,55,23,5.52,16,Clouds,0
289.52,289.48,289.52,289.52,1019,87,27,1.18,323,Clouds,0
298.52,298.42,298.52,298.52,1006,50,14,3.21,295,Clouds,0
292.52,292.6,292.52,292.52,1000,80,100,1.83,273,Clouds,0
293.52,293.94,293.52,293.52,1007,89,52,2.84,288,Clouds,0
299.52,299.52,299.52,299.52,1021,42,0,5.75,0,Clear,0
287.52,286.94,287.52,287.52,1034,74,6,1.28,103,Clear,0
291.52,291.4,291.52,291.52,1022,76,35,1.1,88,Clouds,0
298.52,298.57,298.52,298.52,1013,56,98,1.67,65,Clouds,0
289.52,289.35,289.52,289.52,1006,82,44,2.45,84,Clouds,0
296.52,296.09,296.52,296.52,1017,45,24,6.34,355,Rain,0
292.52,292.24,292.52,292.52,1025,66,99,3.85,133,Clouds,0
294.52,294.75,294.52,294.52,1025,78,49,1.75,136,Clouds,0
283.52,282.65,283.52,283.52,1031,78,5,1.75,106,Clear,0
291.52,291.14,291.52,291.52,1027,66,52,1.99,45,Clouds,0
293.52,292.92,293.52,293.52,1012,50,93,4.87,65,Clouds,0
307.52,314.26,307.52,307.52,1009,55,49,3.88,207,Clouds,0
291.52,291.55,291.52,291.52,1020,82,16,2.2,331,Clouds,0
297.52,297.29,297.52,297.52,1022,49,15,3.17,340,Clouds,0
293.52,292.74,293.52,293.52,1008,43,100,4.73,349,Clouds,0
289.52,289.04,289.52,289.52,1027,70,61,1.86,301,Clouds,0
288.52,288.31,288.52,288.52,1008,84,58,5.25,324,Clouds,0
289.52,289.48,289.52,289.52,1024,87,100,2.91,126,Clouds,0
288.52,287.84,288.52,288.52,1008,66,89,3.78,12,Clouds,0
297.52,297.08,297.52,297.52,1021,41,2,3.91,345,Clear,0
289.52,289.25,289.52,289.52,1004,78,100,3.15,354,Clouds,0
285.52,285.06,285.52,285.52,1028,86,4,3.5,45,Clear,0
290.52,289.98,290.52,290.52,1014,64,51,0.77,309,Clouds,0
290.52,290.14,290.52,290.52,1024,70,38,0.98,143,Clouds,0
290.52,290.04,290.52,290.52,1011,66,50,1.95,355,Clouds,0
294.52,293.91,294.52,294.52,1033,46,12,0.98,247,Clouds,0
286.52,286.26,286.52,286.52,1005,90,99,4.64,295,Clouds,0
288.52,288.15,288.52,288.52,1027,78,100,1.85,324,Clouds,0
291.52,291.45,291.52,291.52,997,78,92,2.14,313,Clouds,0
295.52,295.72,295.52,295.52,1007,73,100,3.98,293,Clouds,0
285.52,284.61,285.52,285.52,1034,69,83,1.01,210,Clouds,0
